name,radius,mass,ExoRM,Forecaster,ExoRM res,Forecaster res
PH1 b,0.79099,2.2279,1.5451,1.5,0.68274,0.72791
PH2 b,1.0038,4.4053,2.3121,1.8613,2.0932,2.544
XO-7 b,1.1863,2.3535,2.5667,4.5815,0.21321,2.228
XO-1 b,1.1229,2.4564,2.649,2.0635,0.19259,0.39291
K2-3 d,0.18184,0.87506,0.63937,0.46578,0.23569,0.40928
XO-6 b,1.3655,3.1456,2.766,4.7849,0.37963,1.6393
XO-5 b,1.0866,2.5372,2.6919,2.0019,0.15468,0.53537
XO-4 b,1.1735,2.7526,2.5684,4.5669,0.18422,1.8144
XO-3 b,1.1348,3.5737,2.6194,2.0838,0.95432,1.4899
K2-3 c,0.22789,0.51851,0.8044,0.54395,0.28588,0.025436
K2-3 b,0.35984,0.81954,1.0984,0.76797,0.27882,0.051572
K2-32 e,0.083503,0.32222,0.28689,0.28689,0.035328,0.035328
K2-33 b,0.70243,3.0704,1.4397,1.3496,1.6307,1.7208
K2-34 b,1.1799,2.7477,2.5666,4.5742,0.18114,1.8265
WTS-1 b,1.2227,3.1053,2.5796,4.6228,0.52574,1.5175
K2-36 c,0.50515,0.89209,1.2569,1.0147,0.36483,0.12259
K2-32 d,0.53529,1.0128,1.3022,1.0659,0.28939,0.053027
WTS-2 b,1.1841,2.5514,2.5664,4.579,0.014999,2.0275
K2-38 b,0.2188,0.88649,0.77182,0.52852,0.11467,0.35797
K2-39 b,0.79775,1.4564,1.5565,1.5115,0.10004,0.055031
K2-60 b,0.88399,2.1316,1.7415,1.6579,0.3901,0.47373
K2-36 b,0.15534,0.63347,0.54436,0.42077,0.08911,0.21269
K2-32 c,0.47857,1.0828,1.2162,0.96955,0.13342,0.11323
GPX-1 b,1.2169,3.7967,2.5766,4.6162,1.2201,0.81955
K2-31 b,1.0749,2.7511,2.6759,1.982,0.075295,0.76919
K2-30 b,1.0785,2.2723,2.6824,1.9882,0.41011,0.28412
K2-66 b,0.3962,1.3284,1.1204,0.82971,0.20799,0.49867
K2-29 b,1.1251,2.3655,2.6431,2.0673,0.27756,0.29826
K2-27 b,0.64836,1.4639,1.4112,1.2578,0.052698,0.20607
K2-18 b,0.41664,0.93601,1.1327,0.86442,0.19666,0.071596
K2-19 b,0.8451,1.5105,1.6487,1.5918,0.13818,0.081302
K2-19 c,0.65418,1.2014,1.4142,1.2677,0.21277,0.066305
K2-19 d,0.045323,1.0,0.15005,0.15005,0.84995,0.84995
K2-25 b,0.53656,1.3892,1.304,1.068,0.085186,0.32116
K2-24 c,0.89321,1.415,1.7665,1.6735,0.3515,0.25855
K2-24 b,0.75435,1.3222,1.4919,1.4378,0.16966,0.11555
K2-32 b,0.71012,1.2175,1.4457,1.3627,0.22822,0.14519
K2-79 b,0.61172,0.96379,1.3866,1.1956,0.42278,0.23184
K2-38 c,0.38382,0.99564,1.1172,0.80868,0.12158,0.18695
K2-98 b,0.7047,1.5316,1.4414,1.3535,0.090159,0.17809
K2-99 b,1.1602,2.489,2.5782,4.5518,0.089216,2.0629
K2-97 b,1.1668,2.5436,2.5722,4.5594,0.028651,2.0158
K2-12 b,0.38739,0.716,1.1183,0.81475,0.40227,0.09875
KPS-1 b,1.0624,2.5396,2.6431,1.9608,0.10348,0.57883
K2-10 b,0.58433,1.4314,1.3615,1.1491,0.069902,0.28224
K2-138 g,0.479,0.63548,1.2169,0.97029,0.58137,0.3348
K2-139 b,0.95698,2.0899,2.0255,1.7818,0.064444,0.30811
K2-140 b,1.1324,2.4707,2.625,2.0795,0.15435,0.39113
K2-141 b,0.17898,0.70586,0.62909,0.46091,0.076771,0.24495
K2-141 c,0.8451,0.90309,1.6487,1.5918,0.74563,0.68876
K2-146 c,0.34044,0.87448,1.0682,0.73505,0.1937,0.13943
K2-157 b,-0.029188,0.056905,-0.11702,-0.11702,0.17392,0.17392
WASP-7 b,1.1876,2.4934,2.5669,4.5829,0.073449,2.0895
K2-167 b,0.36173,0.81291,1.1006,0.77118,0.28768,0.041729
K2-180 b,0.39199,1.0573,1.1192,0.82256,0.061899,0.23473
WASP-6 b,1.1359,2.2012,2.617,2.0856,0.41584,0.11555
K2-182 b,0.42975,1.301,1.1462,0.88668,0.15484,0.41435
HATS-9 b,1.0769,2.4176,2.6797,1.9854,0.26209,0.43217
HATS-8 b,0.99058,1.6421,2.2229,1.8388,0.58078,0.19677
HATS-7 b,0.80008,1.5814,1.5605,1.5154,0.020909,0.065968
K2-199 b,0.23805,0.83885,0.84081,0.5612,0.0019613,0.27765
HATS-6 b,1.0487,2.006,2.5895,1.9375,0.58349,0.068469
HATS-5 b,1.0096,1.8788,2.3529,1.8711,0.47417,0.0076993
HATS-4 b,1.0582,2.6191,2.6283,1.9536,0.0091564,0.66554
K2-199 c,0.45484,1.0934,1.1811,0.92928,0.087707,0.16414
K2-216 b,0.24304,0.90309,0.8587,0.56967,0.044387,0.33342
K2-222 b,0.37107,0.93952,1.1097,0.78704,0.17022,0.15248
WASP-8 b,1.0658,2.8532,2.6535,1.9665,0.19968,0.8867
K2-138 f,0.463,0.21219,1.193,0.94312,0.98086,0.73093
K2-138 c,0.36154,0.80003,1.1004,0.77086,0.30035,0.029165
K2-138 d,0.3784,0.89873,1.1147,0.79949,0.21601,0.099238
K2-131 b,0.21775,0.79934,0.76805,0.52674,0.031287,0.27261
K2-132 b,1.1635,2.1924,2.5749,4.5556,0.38255,2.3632
K2-136 b,0.006038,0.63347,0.00924,0.00924,0.62423,0.62423
K2-136 c,0.47712,1.2577,1.214,0.9671,0.043643,0.29058
K2-115 b,1.0968,2.4265,2.6941,2.0193,0.26763,0.40722
K2-229 b,0.078094,0.3962,0.26751,0.26751,0.12869,0.12869
K2-114 b,1.0236,2.7694,2.4516,1.8949,0.31774,0.87443
K2-113 b,1.018,2.6128,2.4141,1.8855,0.19866,0.7273
K2-111 b,0.26007,0.72346,0.90009,0.59859,0.17664,0.12486
K2-110 b,0.41363,1.2014,1.1302,0.85931,0.071199,0.34208
K2-138 e,0.5302,1.1129,1.295,1.0572,0.18208,0.055725
K2-108 b,0.72263,1.7738,1.4568,1.3839,0.31703,0.38986
K2-105 b,0.55509,1.4771,1.3284,1.0995,0.14877,0.37764
K2-136 d,0.19451,0.47712,0.68478,0.48729,0.20766,0.01017
K2-100 b,0.58883,1.3385,1.366,1.1568,0.027523,0.1817
HR 858 d,0.30125,0.85126,0.98349,0.6685,0.13223,0.18276
HR 858 c,0.29645,0.57978,0.97336,0.66035,0.39358,0.080566
HR 858 b,0.3019,0.55023,0.98487,0.66961,0.43464,0.11938
HN Peg b,1.071,3.8446,2.6675,1.9754,1.1771,1.8691
POTS-1 b,1.0232,2.8658,2.4487,1.8942,0.41709,0.97161
WASP-5 b,1.1181,2.7162,2.6624,2.0554,0.053831,0.66086
K2-138 b,0.17898,0.49136,0.62909,0.46091,0.13773,0.03045
K2-107 b,1.2079,2.4265,2.5726,4.606,0.14616,2.1796
K2-229 c,0.32634,1.3284,1.0382,0.7111,0.29021,0.61728
pi Men c,0.32428,0.63347,1.0336,0.70761,0.40012,0.074142
K2-233 b,0.12808,1.0515,0.44665,0.37449,0.60489,0.67705
KELT-6 b,1.1214,2.1492,2.6531,2.061,0.50391,0.088185
KELT-7 b,1.2351,2.6094,2.5872,4.6369,0.022223,2.0275
KELT-8 b,1.3191,2.4357,2.6816,4.7322,0.24594,2.2965
KELT-9 b,1.3263,2.9616,2.6932,4.7404,0.26842,1.7788
KOI-12 b,1.2049,3.5022,2.5715,4.6026,0.93069,1.1004
KOI-13 b,1.2291,3.4697,2.5833,4.6301,0.88644,1.1604
WASP-4 b,1.177,2.5991,2.5671,4.5709,0.031958,1.9718
KOI-94 b,0.233,1.0212,0.82271,0.55262,0.19848,0.46856
KOI-94 c,0.63548,1.1931,1.4037,1.236,0.21058,0.042841
KOI-94 d,1.0133,1.9009,2.3801,1.8774,0.47922,0.023502
KOI-94 e,0.78647,0.90816,1.5378,1.4923,0.62968,0.58415
WASP-3 b,1.1957,2.7989,2.5686,4.5922,0.23022,1.7933
KELT-3 b,1.1799,2.6695,2.5666,4.5742,0.10294,1.9047
WASP-2 b,1.0818,2.4397,2.687,1.9937,0.24733,0.44602
NGTS-8 b,1.087,2.4707,2.6922,2.0025,0.22152,0.46814
NGTS-6 b,1.1721,2.629,2.569,4.5654,0.059974,1.9364
NGTS-5 b,1.1049,1.862,2.6878,2.033,0.82578,0.17098
NGTS-4 b,0.50243,1.3139,1.2527,1.0101,0.061184,0.3038
NGTS-2 b,1.2523,2.3714,2.6005,4.6564,0.22903,2.285
NGTS-1 b,1.1734,2.4118,2.5684,4.5669,0.15665,2.1551
WASP-1 b,1.2297,2.465,2.5837,4.6308,0.11862,2.1657
TrES-5 b,1.1266,2.755,2.6392,2.0697,0.1158,0.68532
TrES-4 b,1.3139,2.1959,2.6737,4.7263,0.47773,2.5304
TrES-3 b,1.1675,2.7895,2.5718,4.5602,0.21779,1.7706
TrES-2 b,1.1262,2.5835,2.6402,2.0691,0.05665,0.51443
TrES-1 b,1.0777,2.3784,2.6811,1.9868,0.30269,0.39158
NGTS-9 b,1.079,2.9646,2.6831,1.9889,0.28154,0.97571
PDS 70 b,1.1635,3.4053,2.5749,4.5556,0.83034,1.1503
KELT-1 b,1.0949,3.9372,2.6946,2.0159,1.2427,1.9213
PDS 70 c,1.3592,2.8032,2.7531,4.7777,0.050075,1.9745
K2-233 c,0.10755,1.1075,0.37308,0.33964,0.73447,0.76791
K2-233 d,0.37254,1.3251,1.1109,0.78955,0.21421,0.53556
K2-237 b,1.2671,2.7063,2.6143,4.6732,0.092022,1.9668
K2-238 b,1.1635,2.4367,2.5749,4.5556,0.13825,2.1189
K2-260 b,1.2652,2.7377,2.6124,4.6711,0.12529,1.9333
K2-261 b,0.97899,1.7764,2.15,1.8192,0.37363,0.042809
K2-263 b,0.38202,1.1732,1.1165,0.80563,0.056678,0.36755
K2-265 b,0.23255,0.8658,0.82112,0.55187,0.04469,0.31394
K2-266 b,0.51851,1.0518,1.2777,1.0374,0.2259,0.014465
K2-266 c,-0.15181,-0.53741,-0.55653,-0.55653,0.01912,0.01912
K2-266 d,0.46687,0.94939,1.1988,0.94969,0.24937,0.00030035
K2-266 e,0.43616,1.1553,1.1544,0.89756,0.00094289,0.25778
HATS-3 b,1.1898,2.532,2.5673,4.5854,0.035297,2.0534
K2-280 b,0.87506,1.5694,1.7189,1.6427,0.14948,0.073345
K2-285 b,0.4133,0.98588,1.1299,0.85874,0.14406,0.12713
K2-285 c,0.54777,1.1953,1.319,1.0871,0.12369,0.10829
K2-285 d,0.39445,0.81291,1.1198,0.82674,0.30692,0.01383
K2-285 e,0.29003,1.0294,0.96,0.64946,0.069383,0.37992
K2-287 b,0.97745,2.0005,2.1407,1.8166,0.14021,0.18395
K2-290 b,0.48572,1.0374,1.227,0.9817,0.18959,0.055726
K2-290 c,1.0522,2.3909,2.6045,1.9434,0.2136,0.44753
K2-291 b,0.19921,0.80618,0.7016,0.49526,0.10458,0.31092
K2-292 b,0.41996,1.3892,1.1357,0.87004,0.25349,0.51912
K2-295 b,1.0024,2.0272,2.302,1.8588,0.27476,0.1684
K2-329 b,0.93831,1.9172,1.934,1.7501,0.016789,0.16707
K2-415 b,0.006466,0.87506,0.010774,0.010774,0.86429,0.86429
K2-417 b,0.51983,2.8446,1.2797,1.0396,1.5649,1.805
K2-232 b,1.0741,2.0899,2.6742,1.9806,0.58429,0.10934
HATS-2 b,1.0996,2.6389,2.6928,2.0239,0.053872,0.61504
K2-146 b,0.35218,0.74819,1.088,0.75498,0.33986,0.0067908
GJ 367 b,-0.14388,-0.26281,-0.52808,-0.52808,0.26528,0.26528
XO-2 N b,1.0421,2.255,2.5583,1.9264,0.30324,0.32866
AU Mic c,0.51055,1.1335,1.2654,1.0238,0.13183,0.10969
AU Mic b,0.6236,1.7575,1.3957,1.2158,0.3618,0.54168
55 Cnc e,0.28103,0.90741,0.94157,0.63418,0.034154,0.27323
G 9-40 b,0.27875,0.60206,0.93696,0.63031,0.3349,0.028252
GJ 143 b,0.41664,1.356,1.1327,0.86442,0.22335,0.49161
GJ 341 b,-0.055517,0.60206,-0.21139,-0.21139,0.81345,0.81345
GJ 357 b,0.085291,0.26482,0.2933,0.2933,0.028482,0.028482
DH Tau b,1.4809,3.5436,3.0747,4.9159,0.4689,1.3723
HATS-1 b,1.1642,2.7705,2.5744,4.5564,0.19616,1.7859
GJ 436 b,0.62325,1.3636,1.3954,1.2152,0.031807,0.14842
GJ 486 b,0.11025,0.44248,0.38277,0.34423,0.059709,0.098247
CT Cha b,1.392,3.7326,2.8243,4.815,0.90833,1.0823
GQ Lup b,1.7123,3.9936,4.1193,5.1786,0.12571,1.185
Gaia-2 b,1.1708,2.4144,2.5697,4.5639,0.15527,2.1495
Gaia-1 b,1.1391,2.7275,2.6103,2.091,0.11716,0.63647
GU Psc b,1.1516,3.5553,2.5887,2.1123,0.96652,1.443
GJ 806 b,0.12418,0.27875,0.43268,0.36787,0.15393,0.089121
CoRoT-2 b,1.2154,3.022,2.5759,4.6145,0.44615,1.5925
TOI-169 b,1.0854,2.4004,2.6909,1.9998,0.29055,0.40055
WASP-39 b,1.1741,1.954,2.5681,4.5676,0.61414,2.6136
WASP-38 b,1.087,2.9251,2.6922,2.0025,0.23291,0.92258
WASP-31 b,1.2399,2.1834,2.5906,4.6423,0.40712,2.4589
WASP-32 b,1.0318,2.9222,2.5024,1.9089,0.41973,1.0133
WASP-34 b,1.1359,2.2679,2.617,2.0856,0.34915,0.18225
WASP-35 b,1.1701,2.3479,2.5701,4.5632,0.22215,2.2152
TOI-181 b,0.84235,1.6643,1.6428,1.5872,0.021592,0.07716
WASP-36 b,1.1571,2.8645,2.5816,4.5484,0.28291,1.6839
WASP-37 b,1.114,2.7377,2.6723,2.0484,0.065398,0.68929
KOI-351 g,0.8875,1.3561,1.7507,1.6638,0.39455,0.30771
KOI-351 h,1.0539,2.5814,2.6117,1.9463,0.030276,0.63505
WASP-33 b,1.2746,3.0181,2.6223,4.6817,0.39577,1.6637
HATS-15 b,1.0929,2.8387,2.6946,2.0126,0.14406,0.82604
WASP-23 b,1.0327,2.4486,2.5077,1.9104,0.059027,0.53821
WASP-28 b,1.1356,2.4511,2.6178,2.085,0.16669,0.36609
WASP-18 b,1.1159,3.5205,2.668,2.0516,0.85247,1.4688
NGTS-21 b,1.1734,2.8751,2.5684,4.5669,0.30671,1.6918
NGTS-23 b,1.1523,2.2897,2.5877,2.1135,0.29809,0.17617
NGTS-24 b,1.1338,2.2182,2.6217,2.082,0.40355,0.13622
NGTS-25 b,1.0594,2.3077,2.6329,1.9558,0.32525,0.35194
NGTS-26 b,1.1728,1.9676,2.5687,4.5661,0.60111,2.5986
NGTS-27 b,1.1945,2.2752,2.5683,4.5908,0.29308,2.3155
NGTS-30 b,1.0171,2.4845,2.4076,1.8839,0.076894,0.60057
WASP-29 b,0.93943,1.8896,1.9391,1.752,0.049499,0.13758
NGTS-33 b,1.2644,3.0621,2.6116,4.6702,0.45046,1.6081
TOI-172 b,1.0341,3.2362,2.5154,1.9127,0.72079,1.3235
WASP-20 b,1.2145,1.995,2.5754,4.6135,0.58048,2.6186
WASP-21 b,1.151,1.972,2.5897,2.1112,0.6177,0.13914
WASP-22 b,1.0988,2.2504,2.6932,2.0226,0.44286,0.22783
WASP-41 b,1.1207,2.4921,2.6552,2.0598,0.16314,0.43231
WASP-24 b,1.1635,2.532,2.575,4.5556,0.042994,2.0236
WASP-25 b,1.1454,2.2789,2.5985,2.1018,0.31965,0.17714
WASP-26 b,1.1345,2.5108,2.6201,2.0832,0.10934,0.4276
WASP-19 b,1.1882,2.5685,2.567,4.5836,0.0015387,2.0151
KOI-142 b,0.53631,0.97772,1.3036,1.0676,0.32591,0.089859
WASP-43 b,1.018,2.7526,2.414,1.8855,0.33858,0.86714
CoRoT-3 b,1.0467,3.8291,2.5803,1.9341,1.2488,1.895
WASP-97 b,1.1028,2.6228,2.6902,2.0293,0.067439,0.59342
WASP-96 b,1.1287,2.1924,2.6337,2.0734,0.44132,0.11896
WASP-95 b,1.1395,2.6606,2.6096,2.0916,0.050921,0.56892
GJ 1132 b,0.064458,0.20952,0.21863,0.21863,0.0091158,0.0091158
GJ 1214 b,0.42781,0.81624,1.1439,0.88338,0.32767,0.067138
GJ 1252 b,0.07664,0.12057,0.2623,0.2623,0.14172,0.14172
GJ 3090 b,0.32838,0.52375,1.0428,0.71457,0.51901,0.19082
GJ 3470 b,0.58883,1.0997,1.366,1.1568,0.2663,0.05708
GJ 3473 b,0.10175,0.26951,0.35228,0.32979,0.08277,0.060278
GJ 3929 b,0.037426,0.24304,0.12174,0.12174,0.12129,0.12129
GJ 9827 b,0.20952,0.53403,0.73855,0.51276,0.20452,0.021267
GJ 9827 c,0.093422,0.16137,0.32244,0.31566,0.16108,0.15429
GJ 9827 d,0.30963,0.37107,1.0014,0.68273,0.63037,0.31167
WASP-93 b,1.2529,2.6695,2.6009,4.6571,0.06859,1.9875
WASP-92 b,1.2142,2.408,2.5753,4.6132,0.16731,2.2052
HAT-P-1 b,1.1377,2.2215,2.6132,2.0886,0.39174,0.13288
HAT-P-2 b,1.1129,3.4607,2.6747,2.0465,0.78603,1.4142
WASP-98 b,1.108,2.4669,2.6836,2.0382,0.21668,0.42874
WASP-99 b,1.091,2.9494,2.6942,2.0093,0.25513,0.94008
CoRoT-9 b,1.0653,2.4192,2.6523,1.9658,0.23311,0.45339
CoRoT-8 b,0.84126,1.8407,1.6404,1.5853,0.20026,0.25532
KELT-24 b,1.1541,3.2165,2.5854,2.1164,0.63111,1.1001
WASP-42 b,1.083,2.2011,2.6885,1.9958,0.48736,0.20539
KELT-21 b,1.2499,3.0944,2.5984,4.6537,0.49601,1.5593
KELT-20 b,1.2904,3.0314,2.6409,4.6996,0.39045,1.6683
NGTS-20 b,1.0789,2.9764,2.6831,1.9889,0.29335,0.98753
KELT-18 b,1.2455,2.5741,2.5948,4.6487,0.02071,2.0746
KELT-17 b,1.2328,2.6195,2.5857,4.6343,0.033801,2.0149
HATS-14 b,1.0662,2.5312,2.6547,1.9672,0.12356,0.56397
TOI-163 b,1.2225,2.5886,2.5794,4.6225,0.0091168,2.034
KELT-15 b,1.2088,2.4612,2.573,4.6071,0.11176,2.1458
KELT-12 b,1.3,2.4799,2.6536,4.7105,0.17366,2.2306
KELT-11 b,1.1863,1.7922,2.5667,4.5815,0.77443,2.7893
KELT-10 b,1.1954,2.3341,2.5686,4.5918,0.2345,2.2577
TOI-157 b,1.1588,2.5741,2.5796,4.5503,0.0055553,1.9762
CoRoT-4 b,1.1252,2.3595,2.643,2.0673,0.28345,0.29219
CoRoT-5 b,1.1222,2.1743,2.6511,2.0623,0.47677,0.11201
CoRoT-6 b,1.1163,2.972,2.6671,2.0522,0.30489,0.91978
CoRoT-7 b,0.20003,0.75891,0.70455,0.49665,0.054363,0.26226
KELT-14 b,1.2314,2.5799,2.5847,4.6327,0.0048155,2.0528
NGTS-18 b,1.1324,2.1139,2.625,2.0795,0.51111,0.034372
NGTS-15 b,1.091,2.3778,2.6942,2.0093,0.31639,0.36856
NGTS-16 b,1.1635,2.3263,2.5749,4.5556,0.24862,2.2293
TOI-519 b,1.0624,2.1678,2.6431,1.9608,0.47532,0.20699
TOI-238 c,0.33846,0.82607,1.0643,0.73167,0.23826,0.0944
TOI-530 b,0.96864,2.1043,2.0892,1.8016,0.015027,0.30265
TOI-238 b,0.14675,0.53148,0.51358,0.40619,0.017902,0.12529
TOI-532 b,0.76492,1.7889,1.5059,1.4557,0.28302,0.33315
TOI-544 b,0.30492,0.4609,0.99132,0.67474,0.53042,0.21384
TOI-558 b,1.0854,3.0597,2.6909,1.9998,0.36878,1.0599
TOI-559 b,1.0874,3.2811,2.6925,2.0032,0.58859,1.2779
TOI-561 b,0.16137,0.50515,0.56598,0.43102,0.060829,0.074135
TOI-561 c,0.45909,0.73239,1.1873,0.93649,0.45493,0.20409
TOI-564 b,1.0582,2.6674,2.6283,1.9536,0.039148,0.71384
TOI-615 b,1.2782,2.1407,2.6263,4.6858,0.48565,2.5452
TOI-622 b,0.96549,1.9836,2.0715,1.7963,0.087869,0.18738
TOI-628 b,1.0749,3.3036,2.6759,1.982,0.62775,1.3216
TOI-220 b,0.48144,1.1399,1.2205,0.97444,0.080661,0.16544
TOI-640 b,1.2978,2.4467,2.6506,4.708,0.20392,2.2614
TOI-663 b,0.35603,0.64836,1.0935,0.7615,0.44513,0.11314
TOI-663 c,0.35411,0.56229,1.0908,0.75825,0.52855,0.19596
TOI-663 d,0.2833,0.716,0.94617,0.63803,0.23017,0.077971
TOI-512 b,0.18752,0.55267,0.65972,0.47542,0.10705,0.077251
TOI-244 b,0.18184,0.42813,0.63937,0.46578,0.21123,0.037644
TOI-500 b,0.066699,0.15229,0.22666,0.22666,0.074373,0.074373
TOI-481 b,1.0452,2.6869,2.5733,1.9316,0.11357,0.7553
TOI-332 b,0.50515,1.7574,1.2569,1.0147,0.50047,0.74271
TOI-329 b,0.69378,1.6064,1.4337,1.3349,0.17271,0.27144
TOI-286 c,0.27416,0.57054,0.92774,0.62251,0.35719,0.051966
TOI-286 b,0.15229,0.6561,0.53343,0.4156,0.12266,0.2405
TOI-406 c,0.12057,0.31806,0.41976,0.36176,0.1017,0.043692
TOI-411 b,0.13418,1.137,0.46852,0.38485,0.66852,0.75219
TOI-411 c,0.36698,0.98767,1.1061,0.78011,0.11845,0.20756
TOI-270 d,0.32899,0.67943,1.0441,0.7156,0.3647,0.036176
TOI-270 c,0.37199,0.78888,1.1105,0.78861,0.3216,0.00026576
TOI-669 b,0.41497,0.99123,1.1313,0.86158,0.14005,0.12964
TOI-270 b,0.081347,0.19866,0.27917,0.27917,0.080509,0.080509
TOI-421 b,0.42813,0.85552,1.1443,0.88393,0.28876,0.028411
TOI-421 c,0.70672,1.1492,1.443,1.3569,0.29376,0.20769
TOI-431 b,0.10721,0.48714,0.37186,0.33907,0.11527,0.14807
TOI-431 d,0.5172,0.99564,1.2757,1.0351,0.28009,0.039502
TOI-260 b,0.233,0.62634,0.82271,0.55262,0.19637,0.073715
TOI-257 b,0.85507,1.6421,1.671,1.6088,0.028974,0.033299
TOI-251 b,0.43775,2.5022,1.1566,0.90026,1.3456,1.6019
bet Pic b,1.2253,3.8032,2.581,4.6258,1.2222,0.82259
TOI-480 b,0.45541,1.3181,1.182,0.93024,0.13611,0.38782
TOI-269 b,0.44248,0.94448,1.1633,0.90828,0.21883,0.036198
NGTS-17 b,1.143,2.3853,2.6029,2.0976,0.21761,0.28768
TOI-674 b,0.72016,1.3729,1.4544,1.3797,0.081534,0.0068152
TOI-733 b,0.29929,0.7574,0.97935,0.66518,0.22195,0.092219
WASP-10 b,1.0777,3.0019,2.6811,1.9868,0.3208,1.0151
WASP-11 b,1.0452,2.1942,2.5733,1.9316,0.37916,0.26258
WASP-12 b,1.3283,2.6695,2.6966,4.7427,0.027075,2.0732
WASP-13 b,1.1359,2.0585,2.617,2.0856,0.55851,0.027117
TOI-201 b,1.053,2.1254,2.6081,1.9449,0.48268,0.18058
TOI-199 b,0.95805,1.7326,2.0311,1.7836,0.29847,0.050977
L 168-9 b,0.21219,0.60959,0.74813,0.5173,0.13853,0.092298
L 98-59 b,-0.09691,0.0043214,-0.35975,-0.35975,0.36407,0.36407
WASP-14 b,1.143,3.3824,2.6029,2.0976,0.77954,1.2848
L 98-59 c,0.13033,0.38382,0.45474,0.37833,0.070929,0.0054898
L 98-59 d,0.19866,0.36361,0.69963,0.49432,0.33602,0.13071
WASP-15 b,1.2044,2.2355,2.5713,4.602,0.33579,2.3665
WASP-16 b,1.1352,2.4223,2.6186,2.0844,0.19624,0.33791
NGTS-10 b,1.1306,2.8371,2.6293,2.0765,0.20776,0.76056
NGTS-11 b,0.96179,2.0388,2.0511,1.79,0.012389,0.24879
NGTS-12 b,1.0699,1.8203,2.6648,1.9736,0.84454,0.1533
WASP-17 b,1.3356,2.1807,2.709,4.7509,0.52825,2.5702
NGTS-13 b,1.1072,3.187,2.6847,2.0369,0.50229,1.1501
HAT-P-3 b,0.96708,2.2738,2.0804,1.7989,0.19338,0.47482
CoRoT-1 b,1.2227,2.515,2.5796,4.6228,0.064565,2.1078
TOI-969 b,0.4417,0.95904,1.1622,0.90695,0.20315,0.052089
TOI-954 b,0.98001,1.7427,2.1562,1.8209,0.41346,0.07815
TOI-942 c,0.68061,1.5682,1.4259,1.3126,0.14227,0.25563
TOI-757 b,0.39794,1.0212,1.121,0.83267,0.099829,0.18852
TOI-763 b,0.35793,0.99078,1.096,0.76475,0.10521,0.22604
TOI-763 c,0.41996,0.96942,1.1357,0.87004,0.16626,0.099372
TOI-771 b,0.13354,0.3927,0.46623,0.38377,0.073536,0.0089297
TOI-776 b,0.26717,0.60206,0.91391,0.61065,0.31185,0.0085881
TOI-776 c,0.30535,0.72428,0.99224,0.67547,0.26796,0.048807
TOI-778 b,1.1875,2.9435,2.5669,4.5829,0.37663,1.6394
TOI-782 b,0.4368,1.281,1.1553,0.89864,0.12577,0.38239
TOI-784 b,0.28556,0.98543,0.95078,0.64186,0.034643,0.34356
TOI-677 b,1.1178,2.5935,2.6634,2.0548,0.069879,0.53875
TOI-815 b,0.46835,0.88081,1.2009,0.9522,0.32014,0.071389
TOI-824 b,0.46627,1.2664,1.1979,0.94868,0.068515,0.31771
TOI-836 b,0.23147,0.6561,0.81724,0.55003,0.16114,0.10606
TOI-836 c,0.4128,0.98227,1.1295,0.85789,0.14728,0.12438
TOI-837 b,0.98722,2.0645,2.2012,1.8331,0.13676,0.23132
TOI-849 b,0.5611,1.6212,1.3357,1.1097,0.28549,0.5115
TOI-892 b,1.079,2.4799,2.6831,1.9889,0.20314,0.49104
TOI-905 b,1.1181,2.3263,2.6624,2.0554,0.33609,0.27093
TOI-908 b,0.50325,1.2078,1.254,1.0115,0.046133,0.19637
TOI-942 b,0.68215,2.9172,1.4267,1.3152,1.4904,1.602
TOI-815 c,0.4183,1.3711,1.1341,0.86723,0.23692,0.50383
TOI-132 b,0.53403,1.3502,1.3004,1.0637,0.049801,0.28654
KELT-16 b,1.2003,2.9415,2.57,4.5974,0.37156,1.6559
HATS-47 b,1.0976,2.0692,2.6938,2.0206,0.62459,0.048644
HATS-46 b,1.0053,1.7402,2.3222,1.8638,0.582,0.12352
TOI-178 f,0.35927,0.88762,1.0977,0.76701,0.21005,0.12061
TOI-178 e,0.3438,0.58659,1.0744,0.74075,0.48778,0.15416
TOI-178 d,0.41027,0.47857,1.1277,0.8536,0.64913,0.37503
HD 6061 b,0.38518,1.0,1.1177,0.81101,0.11767,0.18899
HD 5278 b,0.38917,0.89209,1.1186,0.81777,0.22654,0.074325
HATS-71 b,1.0599,2.0704,2.6345,1.9565,0.56406,0.11392
WASP-90 b,1.2618,2.3015,2.609,4.6671,0.30751,2.3656
HATS-49 b,0.93323,2.05,1.9113,1.7415,0.13866,0.3085
TOI-178 c,0.22246,0.67852,0.78493,0.53473,0.10641,0.14379
TOI-178 b,0.061452,0.17609,0.20786,0.20786,0.031767,0.031767
HATS-70 b,1.1907,3.6128,2.5675,4.5865,1.0453,0.97371
HATS-10 b,1.0359,2.2694,2.5254,1.9158,0.25609,0.35358
HAT-P-9 b,1.1894,2.3932,2.5672,4.5851,0.17405,2.1919
HATS-69 b,1.025,2.2634,2.4605,1.8973,0.19717,0.36609
HATS-72 b,0.90834,1.6005,1.8142,1.6992,0.21375,0.098734
HATS-68 b,1.1402,2.6128,2.6082,2.0928,0.0045459,0.51995
HATS-45 b,1.1588,2.3473,2.5796,4.5503,0.23234,2.203
HATS-75 b,0.99602,2.1933,2.2587,1.8481,0.065475,0.3452
